HYBRID_TRANSFORMER_FWD_IN_BCKWD	model_parallel_NPU_group: 4 checkpoints: 0 checkpoint_initiates: 0
90
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
embedding_norm	    -1	     1	 ALLREDUCE	 327680000	     1	      NONE	         0	     1	      NONE	         0	       100
cross_entropy1	    -1	     1	 ALLREDUCE	      8192	     1	      NONE	         0	     1	      NONE	         0	       100
cross_entropy2	    -1	     1	 ALLREDUCE	      8192	     1	      NONE	         0	     1	      NONE	         0	       100
cross_entropy3	    -1	     1	 ALLREDUCE	      8192	     1	      NONE	         0	     1	      NONE	         0	       100
